budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
NaN,Six Entertainment,Netherlands,Tom Six,Horror,181467,The Human Centipede (First Sequence),R,28-04-2010,92,4.4,Dieter Laser,62034,Tom Six,2009
33000000,Constantin Film,Germany,Christian Alvart,Action,10330853,Pandorum,R,25-09-2009,108,6.8,Dennis Quaid,128906,Travis Milloy,2009
100000000,Universal Pictures,USA,Michael Mann,Biography,97104620,Public Enemies,R,01-07-2009,140,7,Christian Bale,244316,Ronan Bennett,2009
20000000,New Line Cinema,USA,Burr Steers,Comedy,64167069,17 Again,PG-13,17-04-2009,102,6.4,Zac Efron,155399,Jason Filardi,2009
7000000,Fade to Black Productions,USA,Tom Ford,Drama,9166863,A Single Man,R,05-02-2010,99,7.6,Colin Firth,92447,Christopher Isherwood,2009
80000000,Touchstone Pictures,USA,Jonathan Mostow,Action,38577772,Surrogates,PG-13,25-09-2009,89,6.3,Bruce Willis,157149,Michael Ferris,2009
50000000,Temple Hill Entertainment,USA,Chris Weitz,Adventure,296623634,The Twilight Saga: New Moon,PG-13,20-11-2009,130,4.6,Kristen Stewart,232524,Melissa Rosenberg,2009
15000000,Lionsgate,USA,Patrick Lussier,Horror,51545952,My Bloody Valentine,R,16-01-2009,101,5.5,Jensen Ackles,47784,Todd Farmer,2009
105000000,Walt Disney Animation Studios,USA,Ron Clements,Animation,104400899,The Princess and the Frog,G,11-12-2009,97,7.1,Anika Noni Rose,97887,Ron Clements,2009
40000000,Infinity Features Entertainment,UK,Terry Gilliam,Adventure,7689607,The Imaginarium of Doctor Parnassus,PG-13,08-01-2010,123,6.8,Christopher Plummer,131731,Terry Gilliam,2009
40000000,DreamWorks,USA,John Hamburg,Comedy,71440011,"I Love You, Man",R,20-03-2009,105,7,Paul Rudd,174712,John Hamburg,2009
40000000,Universal Pictures,USA,Paul Weitz,Action,13838130,Cirque du Freak: The Vampire's Assistant,PG-13,23-10-2009,100,5.9,Chris Massoglia,37859,Paul Weitz,2009
40000000,Universal Pictures,,Paul Weitz,Action,13838130,Cirque du Freak: The Vampire's Assistant,PG-13,23-10-2009,100,5.9,Chris Massoglia,37859,Paul Weitz,2009
40000000,Universal Pictures,USA,Paul Weitz,Action,13838130,Cirque du Freak: The Vampire's Assistant,PG-13,23-10-2009,100,5.9,Chris Massoglia,37859,Paul Weitz,2009
35000000,GK Films,UK,Jean-Marc Vallée,Biography,11001272,The Young Victoria,PG,08-01-2010,100,7.3,Emily Blunt,49189,Julian Fellowes,2009
26000000,Lionsgate,USA,Jim Sheridan,Drama,28501651,Brothers,R,04-12-2009,105,7.1,Jake Gyllenhaal,94974,David Benioff,2009
900000,MPI Media Group,USA,Ti West,Horror,100659,The House of the Devil,R,04-05-2012,95,6.4,Jocelin Donahue,33194,Ti West,2009
15000000,Dimension Films,USA,Rob Zombie,Horror,33392973,Halloween II,R,28-08-2009,105,4.9,Scout Taylor-Compton,39233,Rob Zombie,2009
0,BBC Films,Denmark,Nicolas Winding Refn,Adventure,17546,Valhalla Rising,NOT RATED,31-03-2010,93,6,Mads Mikkelsen,47214,Nicolas Winding Refn,2009
38000000,Columbia Pictures,USA,Robert Luketic,Comedy,88915214,The Ugly Truth,R,24-07-2009,96,6.5,Katherine Heigl,175985,Nicole Eastman,2009
60000000,Columbia Pictures,USA,Harold Ramis,Adventure,43337279,Year One,PG-13,19-06-2009,97,4.9,Jack Black,80204,Harold Ramis,2009
20000000,Screen Gems,USA,Will Gluck,Comedy,17231291,Fired Up!,PG-13,20-02-2009,90,6.2,Eric Christian Olsen,38879,Will Gluck,2009
40000000,Columbia Pictures,USA,Nora Ephron,Biography,94125426,Julie & Julia,PG-13,07-08-2009,118,7,Amy Adams,86198,Nora Ephron,2009
30000000,Focus Features,USA,Shane Acker,Animation,31743332,9,PG-13,09-09-2009,79,7.1,Elijah Wood,117268,Pamela Pettler,2009
40000000,New Line Cinema,USA,David R. Ellis,Horror,,The Final Destination,R,28-08-2009,82,5.2,Nick Zano,81274,Eric Bress,2009
20000000,Fox Searchlight Pictures,USA,George Tillman Jr.,Biography,36842118,Notorious,R,16-01-2009,122,6.7,Jamal Woolard,34791,Reggie Rock Bythewood,2009
80000000,The Weinstein Company,UK,Rob Marshall,Drama,19664021,Nine,PG-13,25-12-2009,118,5.8,Daniel Day-Lewis,39041,Michael Tolkin,2009
5000000,CJ Entertainment,South Korea,Joon-ho Bong,Action,547292,Mother,R,28-05-2009,129,7.8,Hye-ja Kim,31822,Joon-ho Bong,2009
8500000,Pathé Renn Productions,UK,Jane Campion,Biography,4444637,Bright Star,PG,09-10-2009,119,7,Abbie Cornish,22535,Jane Campion,2009
38000000,Summit Entertainment,USA,Paul McGuigan,Action,31806100,Push,PG-13,06-02-2009,111,6.1,Camilla Belle,95423,David Bourla,2009
75000000,Universal Pictures,USA,Judd Apatow,Comedy,51855045,Funny People,R,31-07-2009,146,6.3,Adam Sandler,104307,Judd Apatow,2009
10000000,Lionsgate,USA,Lee Daniels,Drama,47395661,Precious,R,20-11-2009,110,7.3,Gabourey Sidibe,93354,Geoffrey Fletcher,2009
11000000,Twisted Pictures,Canada,Kevin Greutert,Horror,27669413,El juego del miedo VI,R,23-10-2009,90,6,Tobin Bell,83129,Patrick Melton,2009
0,BBC Films,UK,Lone Scherfig,Drama,12574715,An Education,PG-13,05-02-2010,100,7.3,Carey Mulligan,117159,Lynn Barber,2009
50000000,Lionsgate,USA,Mark Neveldine,Action,20488579,Gamer,R,04-09-2009,95,5.8,Gerard Butler,118535,Mark Neveldine,2009
30000000,Fox 2000 Pictures,USA,Gary Winick,Comedy,58715510,Bride Wars,PG,09-01-2009,89,5.5,Kate Hudson,86156,Greg DePaul,2009
60000000,Universal Pictures,USA,Peter Billingsley,Comedy,109205660,Couples Retreat,PG-13,09-10-2009,113,5.5,Vince Vaughn,87743,Jon Favreau,2009
30000000,Universal Pictures,USA,Sam Raimi,Horror,42100625,Drag Me to Hell,PG-13,29-05-2009,99,6.6,Alison Lohman,166655,Sam Raimi,2009
50000000,Universal Pictures,UK,Richard Curtis,Comedy,7994115,Pirate Radio,R,13-11-2009,135,7.4,Philip Seymour Hoffman,95825,Richard Curtis,2009
26000000,Gaumont,Canada,Vincenzo Natali,Drama,16999046,Splice: experimento mortal,R,04-06-2010,104,5.8,Adrien Brody,83205,Vincenzo Natali,2009
35000000,Sketch Films,USA,Patrick Tatopoulos,Action,45802315,Underworld: Rise of the Lycans,R,23-01-2009,92,6.6,Rhona Mitra,132542,Danny McBride,2009
20000000,Lionsgate,Australia,Michael Spierig,Action,30101577,La hermandad,R,08-01-2010,98,6.5,Ethan Hawke,110514,Michael Spierig,2009
175000000,DreamWorks Animation,USA,Rob Letterman,Animation,198351526,Monsters vs. Aliens,PG,27-03-2009,94,6.5,Reese Witherspoon,123919,Maya Forbes,2009
26000000,Columbia Pictures,USA,Steve Carr,Action,20819129,Paul Blart: Mall Cop,PG,16-01-2009,91,5.2,Kevin James,89303,Kevin James,2009
100000000,Columbia Pictures,USA,Tony Scott,Action,65452312,The Taking of Pelham 123,R,12-06-2009,106,6.4,Denzel Washington,160641,Brian Helgeland,2009
39000000,New Line Cinema,USA,Robert Schwentke,Drama,63414846,The Time Traveler's Wife,PG-13,14-08-2009,107,7.1,Eric Bana,122959,Bruce Joel Rubin,2009
50000000,Summit Entertainment,USA,Alex Proyas,Drama,79957634,Knowing,PG-13,20-03-2009,121,6.2,Nicolas Cage,197063,Ryne Douglas Pearson,2009
7000000,Focus Features,USA,Ethan Coen,Comedy,9190525,A Serious Man,R,06-11-2009,106,7,Michael Stuhlbarg,110208,Joel Coen,2009
100000000,Columbia Pictures,USA,Phil Lord,Animation,124870275,Cloudy with a Chance of Meatballs,PG,18-09-2009,90,7,Anna Faris,167156,Phil Lord,2009
25000000,BBC Films,USA,Grant Heslov,Comedy,32416109,The Men Who Stare at Goats,R,06-11-2009,94,6.2,Ewan McGregor,114722,Jon Ronson,2009
6000000,Fox Atomic,USA,Zach Cregger,Comedy,4542775,Miss March,R,13-03-2009,90,5,Zach Cregger,19111,Zach Cregger,2009
0,Miramax,USA,Greg Mottola,Comedy,16025394,Adventureland,R,03-04-2009,100,6.8,Jesse Eisenberg,139072,Greg Mottola,2009
16000000,Warner Bros.,USA,Richard Kelly,Drama,15045676,The Box,PG-13,06-11-2009,115,5.6,Cameron Diaz,80381,Richard Kelly,2009
6000000,LD Entertainment,USA,Marcus Dunstan,Horror,7706394,The Collector,R,31-07-2009,90,6.4,Josh Stewart,47291,Patrick Melton,2009
60000000,Warner Bros.,USA,Clint Eastwood,Biography,37491364,Invictus,PG-13,11-12-2009,134,7.4,Morgan Freeman,132427,Anthony Peckham,2009
,Screen Gems,USA,Nelson McCormick,Crime,29062561,The Stepfather,PG-13,16-10-2009,101,5.6,Penn Badgley,25186,J.S. Cardone,2009
150000000,Twentieth Century Fox Film Corporation,NaN,Shawn Levy,Adventure,177243721,Night at the Museum: Battle of the Smithsonian,PG,22-05-2009,105,5.9,Ben Stiller,143636,Robert Ben Garant,2009
100000000,Universal Pictures,USA,Brad Silberling,Adventure,49438370,Land of the Lost,PG-13,05-06-2009,102,5.4,Will Ferrell,54864,Chris Henchy,2009
26000000,Paramount Vantage,USA,Christian Alvart,Horror,13248477,Case 39,R,01-10-2010,109,6.2,Renée Zellweger,65254,Ray Wright,2009
85000000,Universal Pictures,USA,Nancy Meyers,Comedy,112735375,It's Complicated,R,25-12-2009,100,6.6,Meryl Streep,74245,Nancy Meyers,2009
100000000,Warner Bros.,Germany,Spike Jonze,Adventure,77233467,Donde viven los monstruos,PG,16-10-2009,101,6.8,Max Records,91833,Spike Jonze,2009
20000000,Lionsgate,USA,Mark Neveldine,Action,13630226,Crank: High Voltage,R,17-04-2009,96,6.2,Jason Statham,121567,Mark Neveldine,2009
7000000,Fox Searchlight Pictures,USA,Scott Cooper,Drama,39462438,Crazy Heart,R,05-02-2010,112,7.3,Jeff Bridges,73161,Scott Cooper,2009
16000000,Rogue Pictures,USA,David S. Goyer,Drama,42670410,The Unborn,PG-13,09-01-2009,88,4.8,Odette Annable,44283,David S. Goyer,2009
35000000,DreamWorks,Germany,Thor Freudenthal,Comedy,73034460,Hotel para perros,PG,16-01-2009,100,5.4,Emma Roberts,17784,Jeff Lowell,2009
30000000,It's a Laugh Productions,USA,Peter Chelsom,Comedy,79566871,Hannah Montana: The Movie,G,10-04-2009,102,4.3,Miley Cyrus,34118,Dan Berendsen,2009
0,Yellow Bird,Sweden,Daniel Alfredson,Crime,9081782,The Girl Who Played with Fire,R,27-08-2010,129,7.2,Noomi Rapace,78771,Jonas Frykberg,2009
70000000,Mod Producciones,Spain,Alejandro Amenábar,Adventure,617840,Agora,R,10-09-2010,127,7.2,Rachel Weisz,56850,Alejandro Amenábar,2009
20000000,Screen Gems,USA,Steve Shill,Drama,68261644,Obsessed,PG-13,24-04-2009,108,4.9,Beyoncé Knowles,24499,David Loughery,2009
,Universal Pictures,USA,Kevin Macdonald,Drama,37017955,State of Play,PG-13,17-04-2009,127,7.1,Russell Crowe,118835,Matthew Michael Carnahan,2009
NaN,Barbarian Films,USA,David Mackenzie,Comedy,249590,Spread,R,25-09-2009,97,5.9,Ashton Kutcher,34153,Jason Hall,2009
42000000,Universal Pictures,USA,Larry Charles,Comedy,60054530,Brüno,R,10-07-2009,81,5.8,Sacha Baron Cohen,125840,Sacha Baron Cohen,2009
10000000,Universal Pictures,USA,Olatunde Osunsanmi,Mystery,25464480,The Fourth Kind,PG-13,06-11-2009,98,5.9,Milla Jovovich,66304,Olatunde Osunsanmi,2009
8000000,Stage 6 Films,USA,Troy Duffy,Action,10269307,The Boondock Saints II: All Saints Day,R,11-12-2009,118,6.3,Sean Patrick Flanery,55823,Troy Duffy,2009
17000000,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,,05-03-2010,132,6.7,Richard Gere,55183,Michael C. Martin,2009
2900000,Destination Films,USA,Scott Sanders,Action,228477,Black Dynamite,R,13-01-2010,84,7.4,Arsenio Hall,38535,Michael Jai White,2009
22000000,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,The Informant!,R,18-09-2009,108,6.5,Matt Damon,55457,Scott Z. Burns,2009
18000000,De Line Pictures,USA,Jody Hill,Comedy,23993605,Observe and Report,R,10-04-2009,86,5.8,Seth Rogen,54428,Jody Hill,2009
13000000,EuropaCorp,France,Glenn Ficarra,Biography,2035566,Una pareja dispareja,R,07-01-2011,102,6.6,Jim Carrey,82466,John Requa,2009
15000000,Fox 2000 Pictures,USA,Phil Traill,Comedy,33860010,All About Steve,PG-13,04-09-2009,99,4.8,Sandra Bullock,34902,Kim Barker,2009
1700000,Magnolia Pictures,USA,Steven Soderbergh,Drama,695417,The Girlfriend Experience,R,08-07-2009,77,5.5,Sasha Grey,14416,David Levien,2009
18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,22455510,Fame,PG,25-09-2009,107,5,Kelsey Grammer,14706,Allison Burnett,2009
18000000,Fox Atomic,Canada,Chris Columbus,Comedy,14793904,"I Love You, Beth Cooper",PG-13,10-07-2009,102,5.3,Hayden Panettiere,29845,Larry Doyle,2009
18000000,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,08-01-2010,NaN,6.5,Michael Cera,67707,Gustin Nash,2009
0,Film i Väst,Sweden,Daniel Alfredson,Crime,5188972,The Girl Who Kicked the Hornet's Nest,R,12-11-2010,147,7.3,Michael Nyqvist,57185,Stieg Larsson,2009
60000000,Universal Pictures,USA,Tony Gilroy,Comedy,40572825,Duplicity,PG-13,20-03-2009,125,,Julia Roberts,43170,Tony Gilroy,2009
17000000,Focus Features,USA,Sam Mendes,Comedy,9451946,Away We Go,R,26-06-2009,98,7.1,John Krasinski,47589,Dave Eggers,2009
3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,Fanboys,PG-13,13-02-2009,100,6.6,Dan Fogler,51872,Ernest Cline,2009
7300000,Marv Films,UK,Daniel Barber,Action,1818681,Harry Brown,R,14-05-2010,103,7.2,Michael Caine,77350,Gary Young,2009
8000000,Lionsgate,USA,Jonas Elmer,Comedy,16734283,New in Town,PG,30-01-2009,97,5.6,Renée Zellweger,18623,Ken Rance,2009
20000000,Millennium Films,USA,Werner Herzog,Crime,1697956,Bad Lieutenant: Port of Call New Orleans,R,11-12-2009,122,6.7,Nicolas Cage,67565,William M. Finkelstein,2009
5000000,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,Thirst,R,09-07-2010,133,7.2,Kang-ho Song,33954,Seo-kyeong Jeong,2009
16000000,House Row Productions,USA,Stewart Hendler,Horror,11956207,Sorority Row,R,11-09-2009,101,5.1,Briana Evigan,25255,Josh Stolberg,2009
60000000,DreamWorks,UK,Joe Wright,Biography,31670931,The Soloist,PG-13,24-04-2009,117,6.7,Jamie Foxx,45900,Susannah Grant,2009
4500000,Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,108229,After.Life,R,24-06-2011,100,5.9,Christina Ricci,32597,Agnieszka Wojtowicz-Vosloo,2009
45000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,25200412,Aliens in the Attic,PG,31-07-2009,86,5.4,Ashley Tisdale,17909,Mark Burton,2009
0,EuropaCorp,France,Patrick Alessandrin,Action,36039,District 13: Ultimatum,R,18-02-2009,101,6.5,Cyril Raffaelli,39096,Luc Besson,2009
18000000,Hyde Park Entertainment,Canada,Andrzej Bartkowiak,Action,8742261,Street Fighter: La leyenda,PG-13,27-02-2009,96,3.7,Kristin Kreuk,20580,Justin Marks,2009
0,Les Armateurs,France,Tomm Moore,Animation,686383,The Secret of Kells,NOT RATED,11-02-2009,100,7.7,Evan McGuire,25381,Tomm Moore,2009
21000000,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine,PG-13,04-12-2009,100,7.2,Robert De Niro,52792,Kirk Jones,2009
150000000,Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,119436770,G-Force,PG,24-07-2009,88,5.1,Will Arnett,35516,Cormac Wibberley,2009
18000000,Universal Pictures,USA,Brandon Camp,Drama,22927390,Love Happens,PG-13,18-09-2009,100,5.6,Jennifer Aniston,27008,Brandon Camp,2009
0,Magnolia Pictures,USA,Bobcat Goldthwait,Comedy,221210,World's Greatest Dad,R,24-09-2010,99,6.9,Robin Williams,33634,Bobcat Goldthwait,2009
40000000,Warner Bros.,USA,Robert Rodriguez,Comedy,20916309,Shorts,PG,21-08-2009,89,4.8,Jimmy Bennett,5645,Robert Rodriguez,2009
19000000,The Weinstein Company,USA,Wayne Kramer,Crime,454149,Crossing Over,R,24-07-2009,113,6.8,Harrison Ford,20514,Wayne Kramer,2009
5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,23-04-2010,96,6.5,Demi Moore,35116,Randy T. Dinzler,2009
70000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,35922978,The Pink Panther 2,PG,06-02-2009,92,5.6,Steve Martin,35845,Scott Neustadter,2009
10000000,Columbia Pictures Corporation,UK,Tom Hooper,Biography,449558,The Damned United,R,27-03-2009,98,7.6,Colm Meaney,34976,Peter Morgan,2009
3500000,Insight Film Releasing,Canada,Peter Stebbings,Comedy,44462,Defendor,R,13-05-2010,101,6.8,Woody Harrelson,32840,Peter Stebbings,2009
27000000,Screen Gems,USA,Nimród Antal,Action,15988876,Armored,PG-13,04-12-2009,88,5.7,Columbus Short,27251,James V. Simpson,2009
15000000,Millennium Films,USA,Brian Koppelman,Comedy,4360548,Solitary Man,R,25-06-2010,90,6.4,Michael Douglas,14100,Brian Koppelman,2009
7500000,K5 International,USA,Aaron Schneider,Drama,9176553,Get Low,PG-13,27-08-2010,103,7.1,Robert Duvall,19987,Chris Provenzano,2009
12000000,Wayfare Entertainment,Ireland,Neil Jordan,Drama,548934,Ondine,PG-13,06-04-2011,111,6.8,Colin Farrell,17919,Neil Jordan,2009
5000000,American Zoetrope,USA,Francis Ford Coppola,Drama,518522,Tetro,R,23-09-2011,127,6.9,Vincent Gallo,11077,Mauricio Kartun,2009
0,Derrick Comedy Productions,USA,Dan Eckman,Comedy,77126,Mystery Team,R,17-01-2009,97,6.8,Donald Glover,7956,D.C. Pierson,2009
10000000,Middle Fork Productions,USA,Richard Harrah,Thriller,1785,The Canyon,R,23-10-2009,100,5.9,Eion Bailey,3453,Steve Allrich,2009
13000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,11-09-2009,100,4.2,Tyler Perry,8640,Tyler Perry,2009
13000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,11-09-2009,100,4.2,Tyler Perry,8640,Tyler Perry,2009
3000000,Tax Credit Finance,USA,Francesca Gregorini,Drama,5005,Tanner Hall,R,15-01-2015,96,5.9,Rooney Mara,2545,Tatiana von Furstenberg,2009
25000000,Autonomous Films,USA,Peter Hyams,Crime,32409,Beyond a Reasonable Doubt,PG-13,10-09-2010,106,5.9,Jesse Metcalfe,11153,Peter Hyams,2009
160000000,Warner Bros.,USA,Christopher Nolan,Action,292576195,Inception,PG-13,16-07-2010,148,8.8,Leonardo DiCaprio,1629342,Christopher Nolan,2010
13000000,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678,Black Swan,R,17-12-2010,108,8,Natalie Portman,594148,Mark Heyman,2010
60000000,Universal Pictures,USA,Edgar Wright,Action,31494270,Scott Pilgrim vs. the World,PG-13,13-08-2010,112,7.5,Michael Cera,302029,Michael Bacall,2010
80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,19-02-2010,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010
80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,19-02-2010,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010
30000000,Marv Films,UK,Matthew Vaughn,Action,48071303,Kick-Ass,R,16-04-2010,117,7.7,Aaron Taylor-Johnson,465530,Jane Goldman,2010
20000000,DreamWorks,USA,Jim Field Smith,Comedy,31584722,She's Out of My League,R,12-03-2010,100,6.4,Jay Baruchel,107464,Sean Anders,2010
125000000,Warner Bros.,USA,Louis Leterrier,Action,163214888,Clash of the Titans,PG-13,02-04-2010,106,5.8,Sam Worthington,241875,Travis Beacham,2010
6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,29-07-2011,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010
1500000,Alliance Films,USA,James Wan,Horror,54009150,Insidious,PG-13,01-04-2011,103,6.8,Patrick Wilson,226632,Leigh Whannell,2010
40000000,Columbia Pictures,USA,David Fincher,Biography,96962694,The Social Network,PG-13,01-10-2010,120,7.7,Jesse Eisenberg,521956,Aaron Sorkin,2010
69000000,Universal Pictures,USA,Pierre Coffin,Animation,251513985,Despicable Me,PG,09-07-2010,95,7.7,Steve Carell,422190,Cinco Paul,2010
37000000,Warner Bros.,USA,Ben Affleck,Crime,92186262,The Town,R,17-09-2010,125,7.6,Ben Affleck,299626,Peter Craig,2010
260000000,Walt Disney Animation Studios,USA,Nathan Greno,Animation,200821936,Tangled,PG,24-11-2010,100,7.8,Mandy Moore,325621,Dan Fogelman,2010
95000000,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,12-02-2010,118,5.9,Logan Lerman,152255,Craig Titley,2010
15000000,See-Saw Films,UK,Tom Hooper,Biography,138797449,The King's Speech,R,25-12-2010,118,8,Colin Firth,544927,David Seidler,2010
8000000,Screen Gems,USA,Will Gluck,Comedy,58401464,Easy A,PG-13,17-09-2010,92,7.1,Emma Stone,301623,Bert V. Royal,2010
200000000,Paramount Pictures,USA,Jon Favreau,Action,312433331,Iron Man 2,PG-13,07-05-2010,124,7,Robert Downey Jr.,571416,Justin Theroux,2010
30000000,Fox 2000 Pictures,USA,Edward Zwick,Comedy,32367005,Love & Other Drugs,R,24-11-2010,112,6.7,Jake Gyllenhaal,154701,Charles Randolph,2010
170000000,Walt Disney Pictures,USA,Joseph Kosinski,Action,172062763,TRON: Legacy,PG,17-12-2010,100,6.8,Jeff Bridges,278124,Edward Kitsis,2010
26000000,Bold Films,USA,Scott Stewart,Action,40168080,Legion,R,22-01-2010,100,5.2,Paul Bettany,85724,Peter Schink,2010
200000000,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110,Alice in Wonderland,PG,05-03-2010,108,6.5,Mia Wasikowska,331389,Linda Woolverton,2010
38000000,Paramount Pictures,USA,Ethan Coen,Adventure,171243005,True Grit,PG-13,22-12-2010,110,7.6,Jeff Bridges,259855,Joel Coen,2010
35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,30-04-2010,95,5.2,Jackie Earle Haley,79930,Wesley Strick,2010
58000000,Summit Entertainment,USA,Robert Schwentke,Action,90380162,RED,PG-13,15-10-2010,111,7.1,Bruce Willis,,Jon Hoeber,2010
80000000,Alcon Entertainment,USA,Albert Hughes,Action,94835059,The Book of Eli,R,15-01-2010,118,6.9,Denzel Washington,246433,Gary Whitta,2010
100000000,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,Sex and the City 2,R,27-05-2010,146,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010
110000000,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,77222099,The A-Team,PG-13,11-06-2010,117,6.8,Liam Neeson,222505,Joe Carnahan,2010
